group,number,index,name,WATER,CHOAVLM,STARCH,GLUS,FRUS,GALS,SUCS,MALS,LACS,TRES,CHOAVL,SORTL,MANTL,
13,13037,1984,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ チェダー,35.3,-0.4,0,-0.1,-0.2,0,0,0,-0.1,-,-0.4,-,-,豪州成分表から推計
13,13038,1985,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ パルメザン,15.4,0,0,0,0,0,0,0,0,-,0,-,-,"粉末状
 豪州成分表から推計"
13,13039,1986,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ ブルー,45.6,0,0,0,0,0,0,0,0,-,0,-,-,豪州成分表から推計
13,13055,1987,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ マスカルポーネ,62.4,3.6,-,0,-,0,-,-,3.5,-,3.5,-,-,
13,13056,1988,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ モッツァレラ,56.3,0,0,0,0,0,0,0,0,-,0,-,-,米国成分表から推計
13,13057,1989,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ やぎ,52.9,1,-,0.2,-,0.4,-,-,0.3,-,1,-,-,別名： シェーブルチーズ
13,13040,1991,＜牛乳及び乳製品＞ （チーズ類） プロセスチーズ,45,0.1,-,0,-,0.1,-,-,0,-,0.1,-,-,
13,13042,1993,＜牛乳及び乳製品＞ （アイスクリーム類） アイスクリーム 高脂肪,61.3,18.1,0.3,0.7,0,0.3,11.4,0.3,4.3,-,17.3,-,-,"乳固形分15.0 %以上、乳脂肪分12.0 %以上
 試料： バニラアイスクリーム"
13,13043,1994,＜牛乳及び乳製品＞ （アイスクリーム類） アイスクリーム 普通脂肪,63.9,18,2.1,0.3,0.1,0,9.4,0.7,4.6,-,17.1,-,-,"乳固形分15.0 %以上、乳脂肪分8.0 %
 試料： バニラアイスクリーム"
13,13045,1996,＜牛乳及び乳製品＞ （アイスクリーム類） ラクトアイス 普通脂肪,60.4,20.9,0.4,1,0.3,0,11.9,2,4.5,-,20,-,-,乳固形分3.0 %以上、主な脂質： 植物性脂肪
13,13050,2001,＜牛乳及び乳製品＞ （その他） チーズホエーパウダー,2.2,74.7,-,0,-,0.5,-,-,70.7,-,71.2,-,-,
13,13051,2002,＜その他＞ 人乳,88,-6.7,0,0,0,0,0,0,-6.4,-,-6.4,-,-,"試料： 成熟乳
 英国成分表から推計"
13,13052,2003,＜その他＞ やぎ乳,88,-4.8,0,0,0,0,0,0,-4.5,-,-4.5,-,-,英国成分表から推計
14,14017,2027,（バター類） 無発酵バター 有塩バター,16.2,0.6,-,0,0,0,0,0,0.5,-,0.5,-,-,
14,14018,2028,（バター類） 無発酵バター 食塩不使用バター,15.8,-0.6,-,0,0,0,0,0,-0.6,-,-0.6,-,-,"別名： 無塩バター
 14017有塩バターから推計"
14,14020,2030,（マーガリン類） マーガリン 家庭用 有塩,14.7,0.9,0.1,0,0,0,0,0,0.7,-,0.8,-,-,
14,14021,2034,（マーガリン類） ファットスプレッド,30.2,0.6,0.1,0,0,0,0,0,0.5,-,0.6,-,-,
15,15001,2038,＜和生菓子・和半生菓子類＞ 甘納豆 あずき,26.2,-69.6,-6.5,-0.4,-0.4,0,-58.6,0,0,0,-66,-,-,原材料配合割合から推計
15,15002,2039,＜和生菓子・和半生菓子類＞ 甘納豆 いんげんまめ,25.2,-69.8,-5.9,-0.4,-0.3,0,-59.7,0,0,-,-66.3,-,-,原材料配合割合から推計
15,15003,2040,＜和生菓子・和半生菓子類＞ 甘納豆 えんどう,23.1,-72.4,-6.8,-0.4,-0.4,0,-61.2,0,0,-,-68.7,-,-,原材料配合割合から推計
15,15005,2041,＜和生菓子・和半生菓子類＞ 今川焼 こしあん入り,45.5,-50.6,-21.4,-0.2,-0.2,0,-24.3,-0.5,0,0,-47.2,-,-,"別名： 大判焼、小判焼、回転焼、二重焼、太鼓まんじゅう、ともえ焼、たい焼を含む
 小豆こしあん入り
 部分割合： 皮 2、あん 1
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.6)g"
15,15006,2044,＜和生菓子・和半生菓子類＞ ういろう 白,54.5,-46.8,-16.7,-0.2,-0.2,0,-26.7,0,0,0,-43.8,0,0,"別名：外郎餅
 試料： 白ういろう
 原材料配合割合から推計"
15,15007,2046,＜和生菓子・和半生菓子類＞ うぐいすもち こしあん入り,40,-58.1,-18.3,-0.3,-0.2,0,-32.8,-1.3,0,0,-54.4,0,0,"小豆こしあん入り
 部分割合：もち 10、あん 8、きな粉 0.05
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.4)g"
15,15008,2048,＜和生菓子・和半生菓子類＞ かしわもち こしあん入り,48.5,-48.9,-28.4,-0.2,-0.1,0,-15.3,-0.6,0,0,-45.2,0,0,"小豆こしあん入り
 部分割合： 皮 3、あん 2
 葉を除いたもの
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15009,2050,＜和生菓子・和半生菓子類＞ カステラ,25.6,-65.7,-14.6,-0.6,-0.3,0,-38.9,-3.5,0,0,-61.8,0,0,"試料： 長崎カステラ
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (3.9)g"
15,15010,2051,＜和生菓子・和半生菓子類＞ かのこ,34,-62.4,-8.4,-0.4,-0.3,0,-48.4,-0.7,0,0,-59,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15011,2052,＜和生菓子・和半生菓子類＞ かるかん,42.5,-57.7,-19.7,-0.3,-0.3,0,-33.7,0,0,0,-54.1,0,0,原材料配合割合から推計
15,15012,2053,＜和生菓子・和半生菓子類＞ きび団子,24.4,-77.5,-19.2,-0.5,-0.4,0,-48.8,-1.9,0,0,-72.9,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (2.1)g"
15,15013,2054,＜和生菓子・和半生菓子類＞ ぎゅうひ,36,-65.6,-16.2,-0.4,-0.3,0,-41.4,-1.6,0,0,-61.7,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.8)g"
15,15014,2055,＜和生菓子・和半生菓子類＞ きりざんしょ,38,-62.6,-25.3,-0.2,-0.2,0,-32.7,0,0,0,-58.5,0,0,原材料配合割合から推計
15,15015,2056,＜和生菓子・和半生菓子類＞ きんぎょく糖,28,-74.8,-0.1,-0.6,-0.5,0,-66.2,-1.8,0,0,-71.2,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (2.0)g"
15,15016,2057,＜和生菓子・和半生菓子類＞ きんつば,34,-59.8,-18.3,-0.1,-0.1,0,-37.6,0,0,0,-56.1,0,0,"小豆つぶしあん入り
 部分割合： 皮 1、あん 9
 原材料配合割合から推計"
15,15017,2058,＜和生菓子・和半生菓子類＞ 草もち こしあん入り,43,-54.3,-27.3,-0.2,-0.2,0,-21.4,-0.6,0,0,-50.4,0,0,"小豆こしあん入り
 部分割合： 皮 6、あん 4
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15018,2060,＜和生菓子・和半生菓子類＞ くし団子 あん こしあん入り,50,-47.8,-32.8,-0.1,-0.1,0,-10.1,-0.4,0,0,-43.9,0,0,"小豆こしあん入り
 部分割合： 団子 8、あん 3
 くしを除いたもの
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.4)g"
15,15019,2062,＜和生菓子・和半生菓子類＞ くし団子 みたらし,50.5,-47.4,-35.6,-0.1,-0.1,(Tr),-7.7,0,0,0,-43.5,0,0,"別名：しょうゆ団子
 部分割合： 団子 9、たれ 2
 くしを除いたもの
 原材料配合割合から推計"
15,15121,2063,＜和生菓子・和半生菓子類＞ くずもち 関西風 くずでん粉製品,77.4,-24.7,-22.5,-,-,-,-,-,-,-,-22.5,-,-,炭水化物の全てがでん粉と仮定して推計
15,15122,2064,＜和生菓子・和半生菓子類＞ くずもち 関東風 小麦でん粉製品,77.4,-24.6,-22.4,-,-,-,-,-,-,-,-22.4,-,-,炭水化物の全てがでん粉と仮定して推計
15,15020,2065,＜和生菓子・和半生菓子類＞ げっぺい,20.9,-67.1,-26.7,-0.3,-0.2,0,-32.5,-1.4,0,0,-62.6,0,0,"あん（小豆あん、くるみ、水あめ、ごま等）入り
 部分割合： 皮 5、あん 4
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.5)g"
15,15123,2066,＜和生菓子・和半生菓子類＞ 五平もち,54.7,-38.3,-28.6,-0.2,(Tr),0,-6.4,0,0,0,-35.2,0,0,みそだれ付き
15,15022,2067,＜和生菓子・和半生菓子類＞ 桜もち 関西風 こしあん入り,50,-47.9,-18.9,-0.2,-0.2,0,-24.2,-0.6,0,0,-44.7,0,0,"別名： 道明寺
 小豆こしあん入り
 部分割合： 道明寺種皮 3、あん 2
 廃棄部位： 桜葉
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15021,2069,＜和生菓子・和半生菓子類＞ 桜もち 関東風 こしあん入り,40.5,-56.3,-20.1,-0.3,-0.2,0,-30.3,-0.9,0,0,-52.6,0,0,"小豆こしあん入り
 部分割合： 小麦粉皮 4、あん 5
 廃棄部位： 桜葉
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.9)g"
15,15124,2071,＜和生菓子・和半生菓子類＞ 笹だんご こしあん入り,40.5,-54.8,-29.8,-0.2,-0.1,0,-20.7,0,0,0,-50.8,0,0,"小豆こしあん入り
 原材料配合割合から推計"
15,15023,2075,＜和生菓子・和半生菓子類＞ 大福もち こしあん入り,41.5,-53.4,-32,-0.2,-0.1,0,-15.8,-0.6,0,0,-49.3,0,0,"小豆こしあん入り
 部分割合： もち皮 10、あん 7
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15024,2077,＜和生菓子・和半生菓子類＞ タルト （和菓子）,30,-63.9,-13.5,-0.5,-0.3,0,-39.6,-2.9,0,0,-60.1,0,0,"あん入りロールカステラ
 柚子風味小豆こしあん入り
 部分割合： 皮 2、あん 1
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (3.2)g"
15,15025,2078,＜和生菓子・和半生菓子類＞ ちまき,62,-38.5,-15.5,-0.2,-0.1,0,-20.1,0,0,0,-35.9,0,0,"上新粉製品
 原材料配合割合から推計"
15,15026,2079,＜和生菓子・和半生菓子類＞ ちゃつう,22.5,-67.7,-13.8,-0.6,-0.3,0,-39.9,-4.3,0,0,-63.6,0,0,"小豆こしあん入り
 部分割合： 皮 1、あん 9 
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (4.7)g"
15,15027,2081,＜和生菓子・和半生菓子類＞ どら焼 つぶしあん入り,31.5,-63.7,-15.4,-0.3,-0.3,0,-43.9,(Tr),0,0,-59.9,0,0,"小豆つぶしあん入り
 部分割合： 皮 5、あん 4
 原材料配合割合から推計"
15,15004,2083,＜和生菓子・和半生菓子類＞ 生八つ橋 あん入り こしあん・つぶしあん混合,30.5,-68.2,-17.8,-0.3,-0.3,0,-44.8,-0.4,0,0,-64.1,0,0,"あん（小豆こしあん、小豆つぶしあん）入り
 部分割合： 皮 4、あん 6
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.5)g"
15,15028,2085,＜和生菓子・和半生菓子類＞ ねりきり,34,-61.9,-14.1,-0.4,-0.3,0,-40.1,-1.6,0,0,-58.2,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.6)g"
15,15029,2086,＜和生菓子・和半生菓子類＞ まんじゅう カステラまんじゅう こしあん入り,27.9,-65.9,-23.7,-0.3,-0.3,0,-35.3,-1,0,0,-61.6,0,0,"小豆こしあん入り
 部分割合： 皮 5、あん 7
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.0)g"
15,15030,2090,＜和生菓子・和半生菓子類＞ まんじゅう くずまんじゅう こしあん入り,45,-53.5,-13,-0.3,-0.3,0,-34.9,-0.9,0,0,-50.3,0,0,"別名： くずざくら
 小豆こしあん入り
 部分割合： 皮 2、あん 3
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.9)g"
15,15032,2094,＜和生菓子・和半生菓子類＞ まんじゅう とうまんじゅう こしあん入り,28,-65.7,-18,-1,-0.9,0,-40,-1,0,0,-61.8,0,0,"小豆こしあん入り
 部分割合： 皮 4、あん 5
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.9)g"
15,15033,2096,＜和生菓子・和半生菓子類＞ まんじゅう 蒸しまんじゅう こしあん入り,35,-61.4,-20.4,-0.3,-0.3,0,-34.4,-1,0,0,-57.5,0,0,"薬まんじゅう等
 小豆こしあん入り
 部分割合： 皮 1、あん 2
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.1)g"
15,15036,2101,＜和生菓子・和半生菓子類＞ もなか こしあん入り,29,-67.3,-17.1,-0.4,-0.3,0,-43,-1.2,0,0,-63.2,0,0,"小豆こしあん入り
 部分割合： 皮 1、あん 9
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.3)g"
15,15037,2103,＜和生菓子・和半生菓子類＞ ゆべし,22,-74.1,-16.9,-0.1,0,(Tr),-52.8,0,0,0,-69.8,0,0,"試料： くるみ入り
 原材料配合割合から推計"
15,15038,2104,＜和生菓子・和半生菓子類＞ ようかん 練りようかん,26,-71.9,-8.8,-0.5,-0.4,0,-55.6,-1.3,0,0,-68,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.4)g"
15,15039,2105,＜和生菓子・和半生菓子類＞ ようかん 水ようかん,57,-40.9,-6.3,-0.3,-0.2,0,-29.8,-1,0,0,-38.7,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.1)g"
15,15040,2106,＜和生菓子・和半生菓子類＞ ようかん 蒸しようかん,39.5,-57.3,-14,-0.3,-0.3,0,-37,-1.1,0,0,-53.8,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.2)g"
15,15041,2107,＜和干菓子類＞ あめ玉,2.5,-102.7,-0.3,-1,-0.6,0,-82.1,-6.5,0,0,-97.5,-,-,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (7.1)g"
15,15042,2108,＜和干菓子類＞ 芋かりんとう,5.5,-73.9,-20,-0.8,-0.7,0,-37.4,-10.5,0,0,-69.5,0,0,"別名： 芋けんぴ
 原材料配合割合から推計"
15,15043,2109,＜和干菓子類＞ おこし,5,-95.2,-41.1,-0.5,-0.3,0,-38.6,-3.8,0,0,-88.5,0,0,"米おこし、あわおこしを含む
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (4.2)g"
15,15044,2110,＜和干菓子類＞ おのろけ豆,3,-71.6,-60,-0.1,(Tr),0,-5.3,0,0,0,-65.3,0,0,"らっかせい製品
 原材料配合割合から推計"
15,15047,2113,＜和干菓子類＞ ごかぼう,10,-70.5,-20.5,-0.8,-0.2,0,-24.9,-9.2,0,0,-65.7,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (10.1)g"
15,15048,2114,＜和干菓子類＞ 小麦粉せんべい 磯部せんべい,4.2,-94.1,-37.1,-0.4,-0.4,0,-50.1,(Tr),0,0,-87.9,0,0,原材料配合割合から推計
15,15049,2115,＜和干菓子類＞ 小麦粉せんべい かわらせんべい,4.3,-89.6,-35.3,-0.4,-0.4,0,-47.7,(Tr),0,0,-83.7,0,0,原材料配合割合から推計
15,15050,2116,＜和干菓子類＞ 小麦粉せんべい 巻きせんべい,3.5,-95.1,-29.3,-0.3,-0.3,0,-59.3,(Tr),0,0,-89.2,0,0,"別名： 有平巻き
 原材料配合割合から推計"
15,15051,2117,＜和干菓子類＞ 小麦粉せんべい 南部せんべい ごま入り,3.3,-73.3,-66.2,(Tr),(Tr),0,-0.4,-0.1,0,0,-66.7,0,0,原材料配合割合から推計
15,15052,2118,＜和干菓子類＞ 小麦粉せんべい 南部せんべい 落花生入り,3.3,-76.6,-64.2,(Tr),-0.1,0,-5.5,-0.1,0,0,-69.9,0,0,原材料配合割合から推計
15,15057,2122,＜和干菓子類＞ 米菓 揚げせんべい,4,-75.9,-68.8,(Tr),0,0,-0.1,0,0,0,-69,0,0,原材料配合割合から推計
15,15058,2123,＜和干菓子類＞ 米菓 甘辛せんべい,4.5,-91,-74,-0.2,-0.1,(Tr),-8.9,0,0,0,-83.1,0,0,"別名： ざらめせんべい
 原材料配合割合から推計"
15,15059,2124,＜和干菓子類＞ 米菓 あられ,4.4,-82.9,-75.2,-0.1,0,(Tr),(Tr),0,0,0,-75.4,0,0,原材料配合割合から推計
15,15060,2125,＜和干菓子類＞ 米菓 しょうゆせんべい,5.9,-88.4,-80.1,-0.1,0,(Tr),-0.1,0,0,0,-80.4,0,0,原材料配合割合から推計
15,15061,2126,＜和干菓子類＞ ボーロ 小粒,4.5,-97.3,-40.9,-0.4,-0.4,0,-49.1,0,0,0,-90.7,-,-,"別名： たまごボーロ、乳ボーロ、栄養ボーロ、衛生ボーロ
 原材料配合割合から推計"
15,15062,2127,＜和干菓子類＞ ボーロ そばボーロ,2,-90.4,-37.4,-1.4,-1.5,0,-40.6,-1.7,0,0,-84.4,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (1.7)g"
15,15063,2128,＜和干菓子類＞ 松風,5.3,-94.7,-35.3,-0.5,-0.4,0,-47.6,-2.3,0,0,-88.4,0,0,"原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (2.5)g"
15,15064,2129,＜和干菓子類＞ みしま豆,1.6,-72,-0.2,-0.5,-0.5,0,-67.4,0,0,0,-68.6,0,0,"糖衣のいり大豆
 原材料配合割合から推計"
15,15065,2130,＜和干菓子類＞ 八つ橋,1.8,-99.7,-40.9,-0.4,-0.4,0,-51.4,0,0,0,-93,0,0,原材料配合割合から推計
15,15066,2131,＜和干菓子類＞ らくがん らくがん,3,-99.6,-31.7,-0.5,-0.4,0,-59.3,-0.7,0,0,-93.4,0,0,"みじん粉製品
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.8)g"
15,15067,2132,＜和干菓子類＞ らくがん 麦らくがん,2.4,-94.6,-29.6,-0.5,-0.4,0,-56.8,-0.7,0,0,-88.7,0,0,"麦こがし製品
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15068,2133,＜和干菓子類＞ らくがん もろこしらくがん,2.5,-89.5,-17.2,-0.5,-0.5,0,-64.6,-0.8,0,0,-84.4,0,0,"さらしあん製品
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.8)g"
15,15069,2135,＜菓子パン類＞ あんパン こしあん入り,35.5,-51.6,-27.4,-1.1,-1.6,0,-15.4,-1.4,-0.2,-0.1,-48,(Tr),0,"小豆こしあん入り
 部分割合： パン 10、あん 7
 原材料配合割合から推計
 80 %エタノールに可溶性のマルトデキストリン： (0.7)g"
15,15126,2137,＜菓子パン類＞ あんパン 薄皮タイプ こしあん入り,37.4,-53.6,-17.8,-0.5,-0.7,0,-31,-0.3,-0.1,(Tr),-50.3,0,0,"ミニあんパン
 小豆こしあん入り
 部分割合： パン 22、あん 78
 原材料配合割合から推計"
15,15127,2139,＜菓子パン類＞ カレーパン 皮及び具,41.3,-32,-23.1,-1.4,-1.6,0,-2.2,-1.1,-0.3,-,-29.5,0,-,"製品全体
 部分割合： パン 69、具 31"
15,15128,2140,＜菓子パン類＞ カレーパン 皮のみ,30.8,38.5,30,1.2,1.5,0,1.4,0.9,0.3,0,35.3,0,-,
15,15129,2141,＜菓子パン類＞ カレーパン 具のみ,64.5,17.7,7.7,1.7,1.6,0,3.9,1.5,0.2,-,16.7,0,-,
15,15070,2142,＜菓子パン類＞ クリームパン,35.5,-45.7,-29.5,-1.3,-1.9,0,-7.1,-0.9,-1.5,-0.1,-42.3,(Tr),0,"部分割合： パン 5、カスタードクリーム 3
 原材料配合割合から推計"
15,15130,2143,＜菓子パン類＞ クリームパン 薄皮タイプ,52.2,-33.4,-15.4,-0.6,-0.8,0,-11.8,-0.4,-2.1,-0.1,-31.1,(Tr),0,"ミニクリームパン
 部分割合： パン 31、カスタードクリーム 69
 原材料配合割合から推計"
15,15071,2144,＜菓子パン類＞ ジャムパン,32,-56.2,-24.7,-1.5,-2.1,0,-22.9,-0.8,-0.3,-0.1,-52.5,(Tr),0,"部分割合： パン 5、いちごジャム 3
 原材料配合割合から推計"
15,15072,2145,＜菓子パン類＞ チョココロネ,33.5,-44.3,-30.4,-1,-1.5,0,-4.9,-0.7,-2.3,-0.1,-40.9,(Tr),0,"部分割合： パン 5、チョコクリーム 4
 原材料配合割合から推計"
15,15131,2146,＜菓子パン類＞ チョコパン 薄皮タイプ,35,-41.4,-25.6,-0.5,-0.8,0,-7.5,-0.4,-3.3,-0.1,-38.2,(Tr),0,"ミニチョコパン
 部分割合： パン 31、チョコクリーム 69
 原材料配合割合から推計"
15,15132,2147,＜菓子パン類＞ メロンパン,20.9,60.6,35.5,1.5,2,0,16.3,0.7,0.2,-,56.2,0.2,-,
15,15073,2149,＜ケーキ・ペストリー類＞ シュークリーム,56.3,-25.3,-6.8,(Tr),0,0,-14.5,0,-2.4,0,-23.8,0,0,"エクレアを含む
 部分割合： 皮 1、カスタードクリーム 5
 原材料配合割合から推計"
15,15074,2150,＜ケーキ・ペストリー類＞ スポンジケーキ,32,-52.8,-20.7,-0.3,-0.2,0,-28,(Tr),(Tr),0,-49.3,0,0,原材料配合割合から推計
15,15075,2151,＜ケーキ・ペストリー類＞ ショートケーキ 果実なし,35,-44.6,-16.2,-0.3,-0.2,0,-24.4,(Tr),-0.6,0,-41.7,0,0,"デコレーションケーキを含む（果実などの具材は含まない。）
 スポンジとクリーム部分のみ
 部分割合： スポンジケーキ 3、ホイップクリーム 1
 原材料配合割合から推計"
15,15133,2153,＜ケーキ・ペストリー類＞ タルト （洋菓子）,50.3,-30.9,-13.6,-0.6,-0.7,0,-13.2,(Tr),-0.7,0,-28.9,0,0,原材料配合割合から推計
15,15134,2154,＜ケーキ・ペストリー類＞ チーズケーキ ベイクドチーズケーキ,46.1,-24.4,-5,-0.2,-0.1,0,-16.3,0,-1.3,0,-23,0,0,原材料配合割合から推計
15,15135,2155,＜ケーキ・ペストリー類＞ チーズケーキ レアチーズケーキ,43.1,-21.9,-7,-0.2,-0.1,-0.1,-11.2,(Tr),-1.9,0,-20.5,0,0,原材料配合割合から推計
15,15078,2168,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ プレーン,20,-63.4,-34.5,-0.2,-0.2,0,-23.4,(Tr),-0.4,0,-58.7,0,0,原材料配合割合から推計
15,15079,2172,＜ケーキ・ペストリー類＞ パイ パイ皮,32,-38,-34.4,0,(Tr),0,-0.1,-0.1,0,0,-34.5,0,0,原材料配合割合から推計
15,15080,2173,＜ケーキ・ペストリー類＞ パイ アップルパイ,45,-39.5,-17.8,-0.4,-1.4,0,-17.3,(Tr),0,0,-36.9,-0.1,0,"部分割合： パイ皮 1、甘煮りんご 1
 原材料配合割合から推計"
15,15081,2174,＜ケーキ・ペストリー類＞ パイ ミートパイ,36.2,-31.8,-27.5,-0.5,-0.5,0,-0.4,-0.1,0,0,-29,0,0,原材料配合割合から推計
15,15082,2175,＜ケーキ・ペストリー類＞ バターケーキ,20,-50.8,-19.8,-0.3,-0.2,0,-26.7,(Tr),-0.1,0,-47.4,0,0,"パウンドケーキ、マドレーヌを含む
 原材料配合割合から推計"
15,15083,2176,＜ケーキ・ペストリー類＞ ホットケーキ,40,-47.4,-31.4,-2.1,-0.1,0,-7.4,-0.1,-2.4,0,-43.8,0,0,原材料配合割合から推計
15,15084,2177,＜ケーキ・ペストリー類＞ ワッフル カスタードクリーム入り,45.9,-40,-21.8,-0.1,(Tr),0,-12.3,(Tr),-2.6,0,-37,0,0,"部分割合： 皮 1、カスタードクリーム 1
 原材料配合割合から推計"
15,15085,2178,＜ケーキ・ペストリー類＞ ワッフル ジャム入り,33,-59.6,-19.3,-0.6,-0.6,0,-34,(Tr),-1.2,0,-55.9,0,0,"部分割合： 皮 1、いちごジャム 1
 原材料配合割合から推計"
15,15086,2179,＜デザート菓子類＞ カスタードプリン,74.1,-14.5,0,-0.2,-0.1,0,-10.6,0,-2.7,0,-13.8,0,0,"別名： プリン、カスタードプディング
 プリン部分のみ
 原材料配合割合から推計"
15,15136,2180,＜デザート菓子類＞ 牛乳寒天,85.2,-12.1,0,-0.1,-0.1,0,-9.9,0,-1.5,0,-11.6,0,0,"杏仁豆腐を含む
 原材料配合割合から推計"
15,15142,2181,＜デザート菓子類＞ こんにゃくゼリー,83.2,11.6,0.2,4.3,4.7,-,2.2,0.1,0,-,11.5,Tr,-,
15,15087,2182,＜デザート菓子類＞ ゼリー オレンジ,77.6,-18.4,0,-2.6,-2.8,0,-12.4,0,0,0,-17.8,0,0,"別名：オレンジゼリー
 ゼラチンゼリー
 ゼリー部分のみ
 原材料配合割合から推計"
15,15089,2184,＜デザート菓子類＞ ゼリー ミルク,76.8,-14.8,0,-0.1,-0.1,0,-9.6,0,-4.4,0,-14.1,0,0,"別名：ミルクゼリー
 ゼラチンゼリー
 ゼリー部分のみ
 原材料配合割合から推計"
15,15090,2185,＜デザート菓子類＞ ゼリー ワイン,84.1,-13.7,0,(Tr),(Tr),0,-13,0,0,0,-13.1,-,-,"別名：ワインゼリー
 ゼラチンゼリー
 ゼリー部分のみ
 原材料配合割合から推計"
15,15091,2186,＜デザート菓子類＞ ババロア,60.9,-20.8,(Tr),(Tr),0,0,-17.4,0,-2.4,0,-19.9,0,0,"ババロア部分のみ
 原材料配合割合から推計"
15,15092,2187,＜ビスケット類＞ ウエハース,2.1,-80.1,-37.3,-0.3,-0.3,0,-35.3,(Tr),-1.2,0,-74.5,0,0,原材料配合割合から推計
15,15141,2188,＜ビスケット類＞ ウエハース クリーム入り,2.7,-72.9,-28.4,-0.3,-0.3,0,-38.1,(Tr),-0.9,0,-68.1,0,0,原材料配合割合から推計
15,15095,2191,＜ビスケット類＞ サブレ,3.1,-77.2,-38.2,-0.3,-0.2,0,-32.9,(Tr),0,0,-71.7,0,0,原材料配合割合から推計
15,15054,2192,＜ビスケット類＞ 中華風クッキー,3,-65.2,-31,-0.2,-0.2,0,-29.2,(Tr),0,0,-60.7,0,0,"ラードを用いたもの
 原材料配合割合から推計"
15,15097,2193,＜ビスケット類＞ ビスケット ハードビスケット,2.6,78,51.1,0.4,0.4,Tr,19.4,0.1,0.4,-,71.9,-,-,
15,15098,2194,＜ビスケット類＞ ビスケット ソフトビスケット,3.2,-72.6,-45.4,-0.2,-0.2,0,-20.6,-0.1,-0.6,0,-67,0,0,"クッキーを含む
 原材料配合割合から推計"
15,15096,2196,＜ビスケット類＞ リーフパイ,2.5,-59.1,-50.2,(Tr),(Tr),0,-3.6,-0.1,0,0,-53.9,0,0,"パルミエを含む
 別名： パフ
 原材料配合割合から推計"
15,15100,2197,＜ビスケット類＞ ロシアケーキ,4,-67.8,-26.1,-0.2,-0.1,0,-36.7,(Tr),-0.2,0,-63.3,0,0,"部分割合： ビスケット 4、マカロン 2、クリーム 1
 原材料配合割合から推計"
15,15109,2202,＜キャンデー類＞ かわり玉,0.5,-104.4,0,-0.7,-0.7,0,-98.1,0,0,0,-99.5,-,-,"別名： チャイナマーブル 
 原材料配合割合から推計"
